,Sex,Age,Debt,Years employed,Prior default,Employed,Credit score,Drivers Licence,Income,Approved,Married__l,Married__u,Married__y,Bank Costumer__g,Bank Costumer__gg,Bank Costumer__p,Citizen__g,Citizen__p,Citizen__s
273,1,38.25,10.125,0.125,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
274,1,30.67,2.5,2.25,0,0,0.0,1,0.0,0,0,1,0,1,0,0,0,0,1
275,1,18.58,5.71,0.54,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
276,0,19.17,5.415,0.29,0,0,0.0,0,484.0,0,0,1,0,1,0,0,1,0,0
277,0,18.17,10.0,0.165,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
278,1,24.58,13.5,0.0,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
279,1,16.25,0.835,0.085,1,0,0.0,0,0.0,0,0,1,0,1,0,0,0,0,1
280,1,21.17,0.875,0.25,0,0,0.0,0,204.0,0,0,0,1,0,0,1,1,0,0
281,1,23.92,0.585,0.125,0,0,0.0,0,1.0,0,0,0,1,0,0,1,1,0,0
282,1,17.67,4.46,0.25,0,0,0.0,0,0.0,0,0,1,0,1,0,0,0,0,1
283,0,16.5,1.25,0.25,0,1,1.0,0,98.0,0,0,1,0,1,0,0,1,0,0
284,1,23.25,12.625,0.125,0,1,2.0,0,5552.0,0,0,1,0,1,0,0,1,0,0
285,1,17.58,10.0,0.165,0,1,1.0,0,1.0,0,0,1,0,1,0,0,1,0,0
286,0,28.44803589172053,1.5,0.0,0,1,2.0,1,105.0,0,0,1,0,1,0,0,1,0,0
287,1,29.5,0.58,0.29,0,1,1.0,0,2803.0,0,0,1,0,1,0,0,1,0,0
288,1,18.83,0.415,0.165,0,1,1.0,0,1.0,0,0,0,1,0,0,1,1,0,0
289,0,21.75,1.75,0.0,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
290,1,23.0,0.75,0.5,0,0,0.0,1,0.0,0,0,1,0,1,0,0,0,0,1
291,0,18.25,10.0,1.0,0,1,1.0,0,1.0,0,0,1,0,1,0,0,1,0,0
292,1,25.42,0.54,0.165,0,1,1.0,0,444.0,0,0,1,0,1,0,0,1,0,0
293,1,35.75,2.415,0.125,0,1,2.0,0,1.0,0,0,1,0,1,0,0,1,0,0
294,0,16.08,0.335,0.0,0,1,1.0,0,126.0,0,0,1,0,1,0,0,1,0,0
295,0,31.92,3.125,3.04,0,1,2.0,1,4.0,0,0,1,0,1,0,0,1,0,0
296,1,69.17,9.0,4.0,0,1,1.0,0,6.0,0,0,1,0,1,0,0,1,0,0
297,1,32.92,2.5,1.75,0,1,2.0,1,0.0,0,0,1,0,1,0,0,1,0,0
298,1,16.33,2.75,0.665,0,1,1.0,0,21.0,0,0,1,0,1,0,0,1,0,0
299,1,22.17,12.125,3.335,0,1,2.0,1,173.0,0,0,1,0,1,0,0,1,0,0
300,0,57.58,2.0,6.5,0,1,1.0,0,10.0,0,0,1,0,1,0,0,1,0,0
301,1,18.25,0.165,0.25,0,0,0.0,1,0.0,0,0,1,0,1,0,0,0,0,1
302,1,23.42,1.0,0.5,0,0,0.0,1,0.0,0,0,1,0,1,0,0,0,0,1
303,0,15.92,2.875,0.085,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
304,0,24.75,13.665,1.5,0,0,0.0,0,1.0,0,0,1,0,1,0,0,1,0,0
305,1,48.75,26.335,0.0,1,0,0.0,1,0.0,0,0,0,1,0,0,1,1,0,0
306,1,23.5,2.75,4.5,0,0,0.0,0,25.0,0,0,1,0,1,0,0,1,0,0
307,1,18.58,10.29,0.415,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
308,1,27.75,1.29,0.25,0,0,0.0,1,0.0,0,0,1,0,1,0,0,0,0,1
309,0,31.75,3.0,0.0,0,0,0.0,0,20.0,0,0,0,1,0,0,1,1,0,0
310,0,24.83,4.5,1.0,0,0,0.0,1,6.0,0,0,1,0,1,0,0,1,0,0
311,1,19.0,1.75,2.335,0,0,0.0,1,6.0,0,0,0,1,0,0,1,1,0,0
312,0,16.33,0.21,0.125,0,0,0.0,0,1.0,0,0,1,0,1,0,0,1,0,0
313,0,18.58,10.0,0.415,0,0,0.0,0,42.0,0,0,1,0,1,0,0,1,0,0
314,1,16.25,0.0,0.25,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
315,1,23.0,0.75,0.5,1,0,0.0,1,0.0,0,0,1,0,1,0,0,0,0,1
316,1,21.17,0.25,0.25,0,0,0.0,0,204.0,0,0,0,1,0,0,1,1,0,0
317,1,17.5,22.0,0.0,0,0,0.0,1,100000.0,1,1,0,0,0,1,0,0,1,0
318,1,19.17,0.0,0.0,0,0,0.0,1,1.0,1,0,0,1,0,0,1,0,0,1
319,1,36.75,0.125,1.5,0,0,0.0,1,113.0,1,0,0,1,0,0,1,1,0,0
320,1,21.25,1.5,1.5,0,0,0.0,0,8.0,1,0,1,0,1,0,0,1,0,0
321,0,18.08,0.375,10.0,0,0,0.0,1,0.0,1,1,0,0,0,1,0,0,0,1
322,0,33.67,0.375,0.375,0,0,0.0,0,44.0,1,0,1,0,1,0,0,1,0,0
323,1,48.58,0.205,0.25,1,1,11.0,0,2732.0,1,0,0,1,0,0,1,1,0,0
324,1,33.67,1.25,1.165,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
325,0,29.5,1.085,1.0,0,0,0.0,0,13.0,0,0,0,1,0,0,1,1,0,0
326,1,30.17,1.085,0.04,0,0,0.0,0,179.0,0,0,0,1,0,0,1,1,0,0
327,0,40.83,3.5,0.5,0,0,0.0,0,0.0,0,0,1,0,1,0,0,0,0,1
328,1,34.83,2.5,3.0,0,0,0.0,0,0.0,0,0,0,1,0,0,1,0,0,1
329,1,28.56808315367856,4.0,0.085,0,0,0.0,1,0.0,0,0,0,1,0,0,1,1,0,0
330,1,20.42,0.0,0.0,0,0,0.0,0,0.0,0,0,1,0,1,0,0,0,1,0
331,0,33.25,2.5,2.5,0,0,0.0,1,2.0,0,0,0,1,0,0,1,1,0,0
332,1,34.08,2.5,1.0,0,0,0.0,0,16.0,0,0,1,0,1,0,0,1,0,0
333,0,25.25,12.5,1.0,0,0,0.0,1,1062.0,0,0,1,0,1,0,0,1,0,0
334,1,34.75,2.5,0.5,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
335,1,27.67,0.75,0.165,0,0,0.0,1,251.0,0,0,1,0,1,0,0,1,0,0
336,1,47.33,6.5,1.0,0,0,0.0,1,228.0,0,0,1,0,1,0,0,1,0,0
337,0,34.83,1.25,0.5,0,0,0.0,1,0.0,0,0,0,1,0,0,1,1,0,0
338,0,33.25,3.0,2.0,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
339,1,28.0,3.0,0.75,0,0,0.0,1,67.0,0,0,1,0,1,0,0,1,0,0
340,0,39.08,4.0,3.0,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
341,1,42.75,4.085,0.04,0,0,0.0,0,100.0,0,0,1,0,1,0,0,1,0,0
342,1,26.92,2.25,0.5,0,0,0.0,1,4000.0,0,0,1,0,1,0,0,1,0,0
343,1,33.75,2.75,0.0,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
344,1,38.92,1.75,0.5,0,0,0.0,1,2.0,0,0,1,0,1,0,0,1,0,0
345,1,62.75,7.0,0.0,0,0,0.0,0,12.0,0,0,1,0,1,0,0,1,0,0
346,0,32.25,1.5,0.25,0,0,0.0,1,122.0,0,0,1,0,1,0,0,1,0,0
347,1,26.75,4.5,2.5,0,0,0.0,0,1210.0,0,0,0,1,0,0,1,1,0,0
348,1,63.33,0.54,0.585,1,1,3.0,1,0.0,0,0,1,0,1,0,0,1,0,0
349,1,27.83,1.5,2.25,0,1,1.0,1,3.0,0,0,1,0,1,0,0,1,0,0
350,0,26.17,2.0,0.0,0,0,0.0,1,1.0,0,0,1,0,1,0,0,1,0,0
351,1,22.17,0.585,0.0,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
352,1,22.5,11.5,1.5,0,0,0.0,1,4000.0,0,0,0,1,0,0,1,1,0,0
353,1,30.75,1.585,0.585,0,0,0.0,1,0.0,0,0,1,0,1,0,0,0,0,1
354,1,36.67,2.0,0.25,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
355,0,16.0,0.165,1.0,0,1,2.0,1,1.0,0,0,1,0,1,0,0,1,0,0
356,1,41.17,1.335,0.165,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
357,0,19.5,0.165,0.04,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
358,1,32.42,3.0,0.165,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
359,0,36.75,4.71,0.0,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
360,0,30.25,5.5,5.5,0,0,0.0,1,0.0,0,0,1,0,1,0,0,0,0,1
361,1,23.08,2.5,0.085,0,0,0.0,1,4208.0,0,0,1,0,1,0,0,1,0,0
362,1,26.83,0.54,0.0,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
363,1,16.92,0.335,0.29,0,0,0.0,0,0.0,0,0,0,1,0,0,1,0,0,1
364,1,24.42,2.0,0.165,0,1,2.0,0,1300.0,0,0,1,0,1,0,0,1,0,0
365,1,42.83,1.25,13.875,0,1,1.0,1,112.0,0,0,1,0,1,0,0,1,0,0
366,0,22.75,6.165,0.165,0,0,0.0,0,1000.0,0,0,1,0,1,0,0,1,0,0
367,1,39.42,1.71,0.165,0,0,0.0,0,0.0,0,0,0,1,0,0,1,0,0,1
368,0,23.58,11.5,3.0,0,0,0.0,1,16.0,0,0,0,1,0,0,1,1,0,0
369,1,21.42,0.75,0.75,0,0,0.0,1,2.0,0,0,0,1,0,0,1,1,0,0
370,1,33.0,2.5,7.0,0,0,0.0,1,0.0,0,0,0,1,0,0,1,1,0,0
371,1,26.33,13.0,0.0,0,0,0.0,1,1110.0,0,0,1,0,1,0,0,1,0,0
372,0,45.0,4.585,1.0,0,0,0.0,1,0.0,0,0,1,0,1,0,0,0,0,1
373,1,26.25,1.54,0.125,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
374,0,28.17,0.585,0.04,0,0,0.0,0,1004.0,0,0,1,0,1,0,0,1,0,0
375,0,20.83,0.5,1.0,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
376,1,28.67,14.5,0.125,0,0,0.0,0,286.0,0,0,1,0,1,0,0,1,0,0
377,1,20.67,0.835,2.0,0,0,0.0,1,0.0,0,0,0,1,0,0,1,0,0,1
378,1,34.42,1.335,0.125,0,0,0.0,1,4500.0,0,0,1,0,1,0,0,1,0,0
379,1,33.58,0.25,4.0,0,0,0.0,1,0.0,0,0,1,0,1,0,0,0,0,1
380,1,43.17,5.0,2.25,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
381,0,22.67,7.0,0.165,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
382,0,24.33,2.5,4.5,0,0,0.0,0,456.0,0,0,0,1,0,0,1,1,0,0
383,0,56.83,4.25,5.0,0,0,0.0,1,4.0,0,0,0,1,0,0,1,1,0,0
384,1,22.08,11.46,1.585,0,0,0.0,1,1212.0,0,0,1,0,1,0,0,1,0,0
385,1,34.0,5.5,1.5,0,0,0.0,1,0.0,0,0,0,1,0,0,1,1,0,0
386,1,22.58,1.5,0.54,0,0,0.0,1,67.0,0,0,0,1,0,0,1,1,0,0
387,1,21.17,0.0,0.5,0,0,0.0,1,0.0,0,0,1,0,1,0,0,0,0,1
388,1,26.67,14.585,0.0,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
389,1,22.92,0.17,0.085,0,0,0.0,0,0.0,0,0,1,0,1,0,0,0,0,1
390,1,15.17,7.0,1.0,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
391,1,39.92,5.0,0.21,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
392,1,27.42,12.5,0.25,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
393,1,24.75,0.54,1.0,0,0,0.0,1,1.0,0,0,1,0,1,0,0,1,0,0
394,1,41.17,1.25,0.25,0,0,0.0,0,195.0,0,0,0,1,0,0,1,1,0,0
395,0,33.08,1.625,0.54,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
396,1,29.83,2.04,0.04,0,0,0.0,0,1.0,0,0,0,1,0,0,1,1,0,0
397,0,23.58,0.585,0.125,0,0,0.0,0,87.0,0,0,0,1,0,0,1,1,0,0
398,1,26.17,12.5,1.25,0,0,0.0,1,17.0,0,0,0,1,0,0,1,1,0,0
399,1,31.0,2.085,0.085,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
400,1,20.75,5.085,0.29,0,0,0.0,0,184.0,0,0,0,1,0,0,1,1,0,0
401,1,28.92,0.375,0.29,0,0,0.0,0,140.0,0,0,1,0,1,0,0,1,0,0
402,0,51.92,6.5,3.085,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
403,0,22.67,0.335,0.75,0,0,0.0,0,0.0,0,0,1,0,1,0,0,0,0,1
404,1,34.0,5.085,1.085,0,0,0.0,1,0.0,0,0,0,1,0,0,1,1,0,0
405,0,69.5,6.0,0.0,0,0,0.0,0,0.0,0,0,1,0,1,0,0,0,0,1
406,0,40.33,8.125,0.165,0,1,2.0,0,18.0,0,0,0,1,0,0,1,1,0,0
407,0,19.58,0.665,1.0,0,1,1.0,0,2.0,0,0,0,1,0,0,1,1,0,0
408,1,16.0,3.125,0.085,0,1,1.0,0,6.0,0,0,1,0,1,0,0,1,0,0
409,1,17.08,0.25,0.335,0,1,4.0,0,8.0,0,0,1,0,1,0,0,1,0,0
410,1,31.25,2.835,0.0,0,1,5.0,0,146.0,0,0,1,0,1,0,0,1,0,0
411,1,25.17,3.0,1.25,0,1,1.0,0,22.0,0,0,1,0,1,0,0,1,0,0
412,0,22.67,0.79,0.085,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
413,1,40.58,1.5,0.0,0,0,0.0,0,0.0,0,0,1,0,1,0,0,0,0,1
414,1,22.25,0.46,0.125,0,0,0.0,1,55.0,0,0,1,0,1,0,0,1,0,0
415,0,22.25,1.25,3.25,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
416,1,22.5,0.125,0.125,0,0,0.0,0,70.0,0,0,0,1,0,0,1,1,0,0
417,1,23.58,1.79,0.54,0,0,0.0,1,1.0,0,0,1,0,1,0,0,1,0,0
418,1,38.42,0.705,0.375,0,1,2.0,0,500.0,0,0,1,0,1,0,0,1,0,0
419,0,26.58,2.54,0.0,0,0,0.0,1,60.0,0,0,0,1,0,0,1,1,0,0
420,1,35.0,2.5,1.0,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
421,1,20.42,1.085,1.5,0,0,0.0,0,7.0,0,0,1,0,1,0,0,1,0,0
422,1,29.42,1.25,1.75,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
423,1,26.17,0.835,1.165,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
424,1,33.67,2.165,1.5,0,0,0.0,0,0.0,0,0,1,0,1,0,0,0,1,0
425,1,24.58,1.25,0.25,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
426,0,27.67,2.04,0.25,0,0,0.0,1,50.0,0,0,1,0,1,0,0,1,0,0
427,1,37.5,0.835,0.04,0,0,0.0,0,5.0,0,0,1,0,1,0,0,1,0,0
428,1,49.17,2.29,0.29,0,0,0.0,0,3.0,0,0,1,0,1,0,0,1,0,0
429,1,33.58,0.335,0.085,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
430,1,51.83,3.0,1.5,0,0,0.0,0,4.0,0,0,0,1,0,0,1,1,0,0
431,1,22.92,3.165,0.165,0,0,0.0,0,1058.0,0,0,0,1,0,0,1,1,0,0
432,1,21.83,1.54,0.085,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
433,1,25.25,1.0,0.5,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
434,1,58.58,2.71,2.415,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
435,1,19.0,0.0,0.0,0,1,4.0,0,1.0,0,0,0,1,0,0,1,1,0,0
436,1,19.58,0.585,0.0,0,1,3.0,0,769.0,0,0,1,0,1,0,0,1,0,0
437,0,53.33,0.165,0.0,0,0,0.0,1,27.0,0,0,1,0,1,0,0,0,0,1
438,0,27.17,1.25,0.0,0,1,1.0,0,300.0,0,0,1,0,1,0,0,1,0,0
439,1,25.92,0.875,0.375,0,1,2.0,1,3.0,0,0,1,0,1,0,0,1,0,0
440,1,23.08,0.0,1.0,0,1,11.0,0,0.0,0,0,1,0,1,0,0,0,0,1
441,1,39.58,5.0,0.0,0,1,2.0,0,1.0,0,0,1,0,1,0,0,1,0,0
442,1,30.58,2.71,0.125,0,0,0.0,1,0.0,0,0,0,1,0,0,1,0,0,1
443,1,17.25,3.0,0.04,0,0,0.0,1,40.0,0,0,1,0,1,0,0,1,0,0
444,0,17.67,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
445,0,28.44803589172053,11.25,0.0,0,0,0.0,0,5200.0,0,0,1,0,1,0,0,1,0,0
446,1,16.5,0.125,0.165,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
447,0,27.33,1.665,0.0,0,0,0.0,0,1.0,0,0,1,0,1,0,0,1,0,0
448,1,31.25,1.125,0.0,0,1,1.0,0,19.0,0,0,1,0,1,0,0,1,0,0
449,1,20.0,7.0,0.5,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
450,1,38.33428099414658,3.0,7.0,0,0,0.0,0,1.0,0,0,0,1,0,0,1,1,0,0
451,1,39.5,1.625,1.5,0,0,0.0,0,316.0,0,0,1,0,1,0,0,1,0,0
452,1,36.5,4.25,3.5,0,0,0.0,0,50.0,0,0,1,0,1,0,0,1,0,0
453,0,29.75,0.665,0.25,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
454,1,52.42,1.5,3.75,0,0,0.0,1,350.0,0,0,1,0,1,0,0,1,0,0
455,1,36.17,18.125,0.085,0,0,0.0,0,3552.0,0,0,1,0,1,0,0,1,0,0
456,1,34.58,0.0,0.0,0,0,0.0,0,0.0,0,0,1,0,1,0,0,0,1,0
457,1,29.67,0.75,0.04,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
458,1,36.17,5.5,5.0,0,0,0.0,0,687.0,0,0,1,0,1,0,0,1,0,0
459,1,25.67,0.29,1.5,0,0,0.0,1,0.0,0,0,0,1,0,0,1,1,0,0
460,0,24.5,2.415,0.0,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
461,1,24.08,0.875,0.085,0,1,4.0,0,1950.0,0,0,1,0,1,0,0,1,0,0
462,1,21.92,0.5,0.125,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
463,0,36.58,0.29,0.0,0,1,10.0,0,18.0,0,0,1,0,1,0,0,1,0,0
464,0,23.0,1.835,0.0,0,1,1.0,0,53.0,0,0,1,0,1,0,0,1,0,0
465,0,27.58,3.0,2.79,0,1,1.0,1,10.0,0,0,1,0,1,0,0,1,0,0
466,1,31.08,3.085,2.5,0,1,2.0,1,41.0,0,0,1,0,1,0,0,1,0,0
467,0,30.42,1.375,0.04,0,1,3.0,0,33.0,0,0,1,0,1,0,0,1,0,0
468,1,22.08,2.335,0.75,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
469,1,16.33,4.085,0.415,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
470,0,21.92,11.665,0.085,0,0,0.0,0,5.0,0,0,1,0,1,0,0,1,0,0
471,1,21.08,4.125,0.04,0,0,0.0,0,100.0,0,0,0,1,0,0,1,1,0,0
472,1,17.42,6.5,0.125,0,0,0.0,0,100.0,0,0,1,0,1,0,0,1,0,0
473,1,19.17,4.0,1.0,0,0,0.0,1,1000.0,0,0,0,1,0,0,1,1,0,0
474,1,20.67,0.415,0.125,0,0,0.0,0,44.0,0,0,1,0,1,0,0,1,0,0
475,1,26.75,2.0,0.75,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
476,1,23.58,0.835,0.085,0,0,0.0,1,5.0,0,0,1,0,1,0,0,1,0,0
477,1,39.17,2.5,10.0,0,0,0.0,1,0.0,0,0,0,1,0,0,1,0,0,1
478,1,22.75,11.5,0.415,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
479,0,26.5,2.71,0.085,0,0,0.0,0,0.0,0,0,0,1,0,0,1,0,0,1
480,0,16.92,0.5,0.165,0,1,6.0,1,35.0,0,0,1,0,1,0,0,1,0,0
481,1,23.5,3.165,0.415,0,1,1.0,1,80.0,0,0,0,1,0,0,1,1,0,0
482,0,17.33,9.5,1.75,0,1,10.0,1,10.0,0,0,1,0,1,0,0,1,0,0
483,1,23.75,0.415,0.04,0,1,2.0,0,6.0,0,0,0,1,0,0,1,1,0,0
484,1,34.67,1.08,1.165,0,0,0.0,0,0.0,0,0,1,0,1,0,0,0,0,1
485,1,74.83,19.0,0.04,0,1,2.0,0,351.0,0,0,0,1,0,0,1,1,0,0
486,1,28.17,0.125,0.085,0,0,0.0,0,2100.0,0,0,0,1,0,0,1,1,0,0
487,1,24.5,13.335,0.04,0,0,0.0,1,475.0,0,0,0,1,0,0,1,1,0,0
488,1,18.83,3.54,0.0,0,0,0.0,1,1.0,0,0,0,1,0,0,1,1,0,0
489,0,45.33,1.0,0.125,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
492,0,47.25,0.75,2.75,1,1,1.0,0,892.0,1,0,1,0,1,0,0,1,0,0
493,1,24.17,0.875,4.625,1,1,2.0,1,2000.0,1,0,1,0,1,0,0,1,0,0
494,1,39.25,9.5,6.5,1,1,14.0,0,4607.0,1,0,1,0,1,0,0,1,0,0
495,0,20.5,11.835,6.0,1,0,0.0,0,0.0,1,0,1,0,1,0,0,1,0,0
496,0,18.83,4.415,3.0,1,0,0.0,0,0.0,1,0,0,1,0,0,1,1,0,0
497,1,19.17,9.5,1.5,1,0,0.0,0,2206.0,1,0,1,0,1,0,0,1,0,0
498,0,25.0,0.875,1.04,1,0,0.0,1,5860.0,1,0,1,0,1,0,0,1,0,0
499,1,20.17,9.25,1.665,1,1,3.0,1,28.0,1,0,1,0,1,0,0,1,0,0
500,1,25.75,0.5,1.46,1,1,5.0,1,0.0,1,0,1,0,1,0,0,1,0,0
501,1,20.42,7.0,1.625,1,1,3.0,0,1391.0,1,0,1,0,1,0,0,1,0,0
502,1,35.509639536310566,4.0,5.0,1,1,3.0,1,2279.0,1,0,1,0,1,0,0,1,0,0
503,1,39.0,5.0,3.5,1,1,10.0,1,0.0,1,0,1,0,1,0,0,1,0,0
504,0,64.08,0.165,0.0,1,1,1.0,0,100.0,1,0,1,0,1,0,0,1,0,0
505,1,28.25,5.125,4.75,1,1,2.0,0,7.0,1,0,1,0,1,0,0,1,0,0
506,0,28.75,3.75,1.085,1,1,1.0,1,0.0,1,0,1,0,1,0,0,1,0,0
507,1,31.33,19.5,7.0,1,1,16.0,0,5000.0,1,0,1,0,1,0,0,1,0,0
508,0,18.92,9.0,0.75,1,1,2.0,0,591.0,1,0,1,0,1,0,0,1,0,0
509,0,24.75,3.0,1.835,1,1,19.0,0,500.0,1,0,1,0,1,0,0,1,0,0
510,0,30.67,12.0,2.0,1,1,1.0,0,19.0,1,0,1,0,1,0,0,1,0,0
511,1,21.0,4.79,2.25,1,1,1.0,1,300.0,1,0,0,1,0,0,1,1,0,0
512,1,13.75,4.0,1.75,1,1,2.0,1,1000.0,1,0,0,1,0,0,1,1,0,0
513,0,46.0,4.0,0.0,1,0,0.0,0,960.0,1,0,1,0,1,0,0,1,0,0
514,0,44.33,0.0,2.5,1,0,0.0,0,0.0,1,0,1,0,1,0,0,1,0,0
515,1,20.25,9.96,0.0,1,0,0.0,0,0.0,1,0,1,0,1,0,0,1,0,0
516,1,22.67,2.54,2.585,1,0,0.0,0,0.0,1,0,0,1,0,0,1,1,0,0
517,1,37.62812062968758,10.5,6.5,1,0,0.0,0,0.0,1,0,1,0,1,0,0,1,0,0
518,0,60.92,5.0,4.0,1,1,4.0,0,99.0,1,0,1,0,1,0,0,1,0,0
519,1,16.08,0.75,1.75,1,1,5.0,1,690.0,1,0,1,0,1,0,0,1,0,0
520,0,28.17,0.375,0.585,1,1,4.0,0,0.0,1,0,1,0,1,0,0,1,0,0
521,1,39.17,1.71,0.125,1,1,5.0,1,0.0,1,0,1,0,1,0,0,1,0,0
522,0,20.42,7.5,1.5,1,1,1.0,0,234.0,1,0,1,0,1,0,0,1,0,0
523,0,30.0,5.29,2.25,1,1,5.0,1,500.0,1,0,1,0,1,0,0,1,0,0
524,1,22.83,3.0,1.29,1,1,1.0,0,800.0,1,0,1,0,1,0,0,1,0,0
525,0,22.5,8.5,1.75,1,1,10.0,0,990.0,0,0,1,0,1,0,0,1,0,0
526,0,28.58,1.665,2.415,1,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
527,1,45.17,1.5,2.5,1,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
528,1,41.58,1.75,0.21,1,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
529,0,57.08,0.335,1.0,1,0,0.0,1,2197.0,0,0,1,0,1,0,0,1,0,0
530,0,55.75,7.08,6.75,1,1,3.0,1,50.0,0,0,1,0,1,0,0,1,0,0
531,1,43.25,25.21,0.21,1,1,1.0,0,90.0,0,0,1,0,1,0,0,1,0,0
532,0,25.33,2.085,2.75,1,0,0.0,1,1.0,0,0,1,0,1,0,0,1,0,0
533,0,24.58,0.67,1.75,1,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
534,1,43.17,2.25,0.75,1,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
535,1,40.92,0.835,0.0,1,0,0.0,0,1.0,0,0,1,0,1,0,0,1,0,0
536,1,31.83,2.5,7.5,1,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
537,0,33.92,1.585,0.0,1,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
538,0,24.92,1.25,0.0,1,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
539,1,35.25,3.165,3.75,1,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
540,1,34.25,1.75,0.25,1,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
541,1,80.25,5.5,0.54,1,0,0.0,0,340.0,0,0,1,0,1,0,0,1,0,0
542,1,19.42,1.5,2.0,1,0,0.0,1,20.0,0,0,0,1,0,0,1,1,0,0
543,1,42.75,3.0,1.0,1,0,0.0,0,200.0,0,0,1,0,1,0,0,1,0,0
544,1,19.67,10.0,0.835,1,0,0.0,1,0.0,0,0,0,1,0,0,1,1,0,0
545,1,36.33,3.79,1.165,1,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
546,1,30.08,1.04,0.5,1,1,10.0,1,28.0,0,0,0,1,0,0,1,1,0,0
547,1,44.25,11.0,1.5,1,0,0.0,0,0.0,0,0,0,1,0,0,1,0,0,1
548,1,23.58,0.46,2.625,1,1,6.0,1,347.0,0,0,0,1,0,0,1,1,0,0
549,1,23.92,1.5,1.875,1,1,6.0,0,327.0,1,0,1,0,1,0,0,1,0,0
550,1,33.17,1.0,0.75,1,1,7.0,1,4071.0,1,0,1,0,1,0,0,1,0,0
